0	0.000000000000000000e+00
1	0.000000000000000000e+00
2	5.000000000000000000e-01
3	7.666666666666666075e-01
4	1.006666666666666599e+00
5	1.212466666666666804e+00
6	1.399546666666666939e+00
7	1.571531619047618955e+00
8	1.731570657142857073e+00
9	1.881914219470899541e+00
10	2.024145214543915383e+00
11	2.159414182832169349e+00
12	2.288633262964254733e+00
13	2.412530180740625863e+00
14	2.531695352821377920e+00
15	2.646617651482971123e+00
16	2.757707467595807316e+00
17	2.865313227605079227e+00
18	2.969733873349799769e+00
19	3.071228179802194092e+00
20	3.170021892636600835e+00
21	3.266313331572535894e+00
22	3.360277831579743246e+00
23	3.452071298327354931e+00
24	3.541833086637037997e+00
25	3.629688353309580506e+00
26	3.715749997086010392e+00
27	3.800120271169874275e+00
28	3.882892133389013178e+00
29	3.964150384251214909e+00
30	4.043972632194418715e+00
31	4.122430117024029173e+00
32	4.199588416171401661e+00
33	4.275508053508863426e+00
34	4.350245026648080326e+00
35	4.423851265662952059e+00
36	4.496375033820108058e+00
37	4.567861279023791354e+00
38	4.638351943179077175e+00
39	4.707886235465891467e+00
40	4.776500874533997631e+00
41	4.844230303827862016e+00
42	4.911106883593469696e+00
43	4.977161062577539319e+00
44	5.042421531981217342e+00
45	5.106915363857087442e+00
46	5.170668135826555378e+00
47	5.233704043732900324e+00
48	5.296046003624777398e+00
49	5.357715744278488401e+00
50	5.418733891308932016e+00
51	5.479120043784362792e+00
52	5.538892844144701400e+00
53	5.598070042124392742e+00
54	5.656668553295681079e+00
55	5.714704512774908096e+00
56	5.772193324570920048e+00
57	5.829149706999677605e+00
58	5.885587734541182670e+00
59	5.941520876473233237e+00
60	5.996962032579853386e+00
61	6.051923566200405169e+00
62	6.106417334857169088e+00
63	6.160454718674607477e+00
64	6.214046646781595129e+00
65	6.267203621868659980e+00
66	6.319935743055294708e+00
67	6.372252727207103895e+00
68	6.424163928829241144e+00
69	6.475678358650475808e+00
70	6.526804701001626796e+00
71	6.577551330082457959e+00
72	6.627926325202667002e+00
73	6.677937485074803448e+00
74	6.727592341230201001e+00
75	6.776898170622672524e+00
76	6.825862007479267746e+00
77	6.874490654452228178e+00
78	6.922790693121857686e+00
79	6.970768493895787898e+00
80	7.018430225346492080e+00
81	7.065781863025463849e+00
82	7.112829197789442226e+00
83	7.159577843671244501e+00
84	7.206033245325275338e+00
85	7.252200685075403719e+00
86	7.298085289590868996e+00
87	7.343692036213884222e+00
88	7.389025758960860557e+00
89	7.434091154217602693e+00
90	7.478892786147275373e+00
91	7.523435091828671872e+00
92	7.567722386140987467e+00
93	7.611758866410232471e+00
94	7.655548616831302056e+00
95	7.699095612678823919e+00
96	7.742403724318934977e+00
97	7.785476721033372627e+00
98	7.828318274666521859e+00
99	7.870931963105237017e+00
100	7.913321273600818273e+00
101	7.955489605941722608e+00
102	7.997440275485103278e+00
103	8.039176516054849841e+00
104	8.080701482713163131e+00
105	8.122018254412362026e+00
106	8.163129836533197903e+00
107	8.204039163315533401e+00
108	8.244749100186895774e+00
109	8.285262445994124647e+00
110	8.325581935142952972e+00
111	8.365710239650191227e+00
112	8.405649971112701735e+00
113	8.445403682597410366e+00
114	8.484973870456034462e+00
115	8.524362976068280418e+00
116	8.563573387516822066e+00
117	8.602607441197367422e+00
118	8.641467423366824718e+00
119	8.680155571632427680e+00
120	8.718674076384612448e+00
121	8.757025082176134845e+00
122	8.795210689049934416e+00
123	8.833232953818042077e+00
124	8.871093891293662992e+00
125	8.908795475478591186e+00
126	8.946339640707869023e+00
127	8.983728282753549621e+00
128	9.020963259889359875e+00
129	9.058046393917939199e+00
130	9.094979471162211837e+00
131	9.131764243422484384e+00
132	9.168402428900577661e+00
133	9.204895713092545506e+00
134	9.241245749651081809e+00
135	9.277454161219031548e+00
136	9.313522540235060987e+00
137	9.349452449712670088e+00
138	9.385245423993616498e+00
139	9.420902969476726341e+00
140	9.456426565323145184e+00
141	9.491817664138856969e+00
142	9.527077692635421258e+00
143	9.562208052269783209e+00
144	9.597210119863909483e+00
145	9.632085248205033423e+00
146	9.666834766627296460e+00
147	9.701459981575391467e+00
148	9.735962177151010977e+00
149	9.770342615642595874e+00
150	9.804602538039086213e+00
151	9.838743164528283458e+00
152	9.872765694980296658e+00
153	9.906671309416696047e+00
154	9.940461168465811070e+00
155	9.974136413804771450e+00
156	1.000769816858862882e+01
157	1.004114753786715042e+01
158	1.007448560898960288e+01
159	1.010771345199802340e+01
160	1.014083212000932299e+01
161	1.017384264958664986e+01
162	1.020674606110035931e+01
163	1.023954335907890290e+01
164	1.027223553255008071e+01
165	1.030482355537287198e+01
